Dato
165
167
165
167
164
161
159
158
160
163
161
245
310
305
371
389
399
457
492
557
560
554
559
550
570
562
527
574
572
573
570
562
558
559
556
550
530
462
417
386
370
345
325
304
285
274
263
253
251
239
237
227
219
213
222
218
214
209
205
206
208
208
202
196
193
191
188
187
192
186
181
180
175
170
167
166
167
177
175
177
174
171
168
166
170
166
176
248
304
305
354
373
365
352
481
574
573
611
632
627
