Dato
323
322
307
320
333
341
343
323
319
326
325
314
338
360
342
331
326
315
293
296
293
282
269
279
271
259
246
242
231
224
236
228
227
218
216
208
203
204
203
192
201
203
194
202
204
217
249
273
312
331
380
450
504
529
645
607
670
643
606
548
528
501
457
423
398
387
389
370
355
351
355
352
347
374
361
378
364
388
376
380
354
346
331
318
314
334
363
353
331
331
317
312
304
294
284
272
257
262
249
251
248
249
234
232
225
221
212
199
238
233
238
356
379
421
473
614
715
742
754
753
771
788
791
787
792
774
759
754
682
669
639
586
565
536
520
515
489
473
455
421
404
400
388
377
363
373
368
378
367
353
385
384
352
333
340
327
302
287
290
310
300
291
291
293
286
260
273
275
276
277
264
255
247
245
234
239
260
263
308
342
364
372
379
386
459
496
541
556
575
560
586
642
741
765
695
713
655
614
562
552
517
493
457
428
401
371
394
386
400
405
409
408
397
385
356
357
365
357
364
347
361
355
356
346
334
325
312
301
282
275
288
281
295
288
277
267
253
242
244
232
225
224
262
268
267
376
449
466
527
587
596
626
666
688
693
713
714
711
716
720
716
718
717
647
592
557
523
491
461
439
468
436
431
436
426
406
396
390
385
365
363
350
335
330
350
365
345
363
383
363
343
346
332
324
315
314
303
299
294
287
271
264
249
239
237
231
228
228
238
243
295
328
354
430
465
481
547
612
730
764
715
683
755
774
714
744
748
719
708
643
588
540
502
473
460
454
427
432
452
436
440
428
408
392
362
365
383
370
362
358
333
311
301
291
280
266
250
245
247
249
241
235
247
251
257
264
260
246
240
257
250
246
248
235
230
228
244
250
258
264
272
264
251
240
243
247
255
295
379
435
483
487
512
540
574
612
670
748
702
797
787
