Dato
588
581
563
575
573
571
571
583
572
567
559
497
468
446
447
452
442
393
367
338
320
284
278
252
244
247
241
219
236
221
211
213
211
218
229
214
211
211
206
214
223
256
237
215
225
231
234
218
266
254
257
254
263
255
300
272
263
264
266
270
289
276
274
274
279
271
276
323
354
373
447
505
524
505
544
569
598
564
580
582
598
581
581
588
606
584
593
589
558
567
584
591
597
588
571
543
468
441
494
457
479
482
494
494
457
435
440
464
512
490
445
408
365
364
350
321
289
303
267
281
260
270
256
251
252
255
250
240
246
238
240
237
233
239
238
240
240
232
234
261
241
237
232
229
228
232
230
244
250
261
247
250
253
248
250
245
274
269
267
274
269
251
300
347
352
315
330
335
389
381
504
510
495
477
413
396
421
369
419
430
436
528
513
523
479
424
403
414
524
561
538
565
566
515
479
481
474
523
554
566
565
532
466
431
391
402
411
413
388
356
343
332
339
334
350
360
356
364
343
326
306
308
279
316
349
342
354
324
358
327
311
327
330
321
333
341
326
326
305
303
288
354
352
333
345
344
320
302
301
272
256
262
250
253
238
225
232
224
221
223
217
203
230
236
228
213
221
210
201
211
211
210
206
195
214
210
183
205
184
198
211
205
211
204
199
183
191
202
186
194
185
178
187
182
186
199
213
212
224
213
243
263
293
310
352
367
394
417
452
551
563
547
557
549
555
570
569
580
589
593
591
586
569
577
596
609
601
596
595
590
569
582
584
588
615
599
601
594
578
573
573
578
574
583
562
571
540
508
589
583
569
586
574
557
574
576
581
587
581
579
552
557
484
465
477
546
554
551
503
450
417
391
375
327
332
314
293
270
263
259
244
238
227
206
215
205
196
205
193
215
208
205
228
222
210
206
214
215
208
224
220
