Dato
178
173
185
166
192
186
185
187
200
189
172
168
188
185
186
182
191
192
171
180
180
173
185
189
192
198
179
190
193
211
196
199
198
217
221
233
227
232
232
208
221
231
232
332
435
459
537
536
866
866
864
736
715
796
818
840
866
894
954
983
956
926
1003
1006
1022
1022
1022
1017
984
977
972
997
1001
1022
944
870
867
818
806
783
834
820
752
761
767
772
767
757
758
749
748
718
722
712
711
727
835
810
810
790
774
763
756
746
728
731
733
735
785
823
920
1011
1022
958
917
953
925
951
983
967
982
989
1018
997
988
1020
1021
1022
1022
1018
993
1005
1022
994
952
928
904
887
879
861
857
866
851
850
827
823
819
815
805
801
796
774
788
792
842
832
820
817
793
776
780
759
770
756
748
739
739
725
729
710
697
698
684
690
687
675
683
694
680
685
691
674
679
677
675
680
692
687
685
685
705
705
726
793
783
799
914
904
978
1018
1019
1004
986
937
940
980
967
906
878
874
852
844
838
855
821
825
828
833
812
803
794
766
770
763
756
743
741
737
736
747
704
642
591
559
543
516
504
457
439
431
421
420
415
390
384
401
384
393
393
418
400
437
406
419
431
445
476
507
538
575
589
588
581
588
616
683
730
737
790
789
809
836
879
881
923
891
870
847
823
820
804
793
795
783
775
786
791
792
815
830
828
854
867
892
910
924
969
1015
1022
1001
1009
1022
1022
1021
1017
1003
1022
1022
1022
1022
1014
1021
1022
1009
1022
1021
1022
1018
1022
1022
1022
1014
1022
1009
1013
1022
1018
1018
942
907
861
840
841
838
847
881
906
975
1022
1022
1022
1022
1006
1022
1022
1019
1022
1022
1022
1022
1022
1019
1016
1022
1022
1003
1022
999
965
949
895
862
848
807
792
764
734
733
706
691
708
689
664
657
662
667
673
649
658
653
638
1022
1022
1022
917
911
951
949
948
972
963
987
1022
1022
1019
1020
1022
1022
1022
1022
1022
