Dato
498
486
501
471
456
475
450
452
463
450
472
467
465
461
438
446
444
445
421
418
449
428
430
418
442
444
437
449
434
453
466
448
453
460
446
448
433
453
412
439
419
422
415
412
411
394
396
430
430
412
412
396
395
540
579
628
792
794
768
773
743
700
646
620
674
647
653
641
620
597
568
560
527
524
526
507
489
483
484
473
486
472
442
464
442
413
416
400
417
415
393
395
405
392
389
369
399
394
383
392
388
375
393
376
367
359
375
382
372
433
486
744
792
804
800
785
771
760
751
712
700
677
634
613
568
545
488
484
480
476
452
448
429
429
397
426
405
420
430
420
402
416
424
401
406
404
386
390
402
407
440
426
468
458
478
478
471
456
480
441
457
435
431
427
415
410
427
426
391
392
404
395
401
471
513
702
776
807
803
796
783
780
753
739
737
738
718
689
692
692
619
572
542
523
480
446
446
444
453
442
460
470
490
483
495
492
467
457
463
460
469
436
475
464
471
453
461
460
453
443
441
442
440
436
418
435
478
463
489
482
516
499
493
478
491
481
490
481
473
479
570
620
761
809
825
787
782
774
696
667
658
655
605
586
566
541
521
519
496
492
493
468
458
465
452
444
475
455
484
494
501
489
472
454
476
436
432
425
444
430
428
431
404
442
395
397
437
396
416
410
412
426
397
418
390
398
393
418
394
412
412
427
421
434
418
414
435
502
618
764
772
778
777
747
747
757
714
728
669
614
596
579
545
526
512
526
515
511
478
464
437
406
423
443
442
427
423
420
410
395
415
423
408
403
395
365
380
362
384
378
371
370
382
371
399
395
410
395
420
399
405
396
411
402
400
410
426
400
405
378
405
401
384
407
395
391
412
385
407
409
400
400
421
432
434
439
447
466
458
612
669
663
707
769
688
634
618
599
580
572
