Dato
333
366
420
472
908
1029
1125
1147
1096
1104
1105
1077
1099
1107
1100
1117
1121
1136
1027
958
853
765
710
657
616
584
581
520
475
487
459
472
469
423
385
376
357
364
382
346
368
352
347
333
325
335
330
321
307
306
348
307
350
298
327
328
311
302
318
289
288
343
371
379
403
424
428
448
425
500
511
612
671
844
1164
1193
1243
1218
1188
1209
1222
1177
1179
1143
1011
924
846
775
703
670
619
613
553
568
542
483
460
466
476
431
408
