Dato
446
440
432
421
396
368
373
374
373
355
346
327
319
313
309
316
307
302
296
321
288
299
305
304
320
339
353
364
397
402
481
557
600
699
751
794
963
1164
1239
1234
1239
1217
1162
1111
1022
936
867
772
745
710
661
597
557
530
517
490
481
451
427
409
395
368
391
358
368
366
364
360
349
352
348
348
360
345
346
361
331
329
328
347
404
504
538
667
684
923
1171
1150
1171
1174
1200
1176
1161
1028
920
833
753
692
640
592
558
