Dato
304
299
291
290
288
283
279
263
274
272
268
263
260
261
254
258
259
257
247
263
240
259
275
268
270
265
280
273
273
277
279
272
286
290
359
453
742
800
797
901
848
919
1020
995
989
924
1037
981
897
815
767
690
628
579
568
522
478
455
415
402
385
382
366
344
339
320
307
287
278
306
307
303
302
301
291
287
271
274
265
263
255
250
256
259
256
260
255
254
254
255
260
258
256
254
255
257
275
277
368
518
656
