Dato
232
249
251
257
258
250
252
241
240
238
240
230
232
229
225
226
227
231
234
233
238
232
230
235
238
229
234
240
247
247
248
243
244
233
246
249
252
257
260
264
263
259
256
255
254
254
252
245
246
242
240
242
241
242
242
234
234
231
236
235
242
241
246
244
241
233
217
235
222
229
240
245
248
241
244
232
234
226
233
232
229
220
250
230
230
231
222
224
232
222
232
229
224
224
224
231
213
229
229
231
221
