Dato
793
734
688
688
674
641
657
666
628
621
610
597
564
619
591
590
577
553
541
542
543
535
511
516
490
471
475
448
455
511
565
710
812
814
888
1052
1276
1383
1430
1544
1505
1475
1424
1366
1345
1213
1171
1093
1022
941
881
842
825
781
764
718
693
672
667
638
632
646
608
611
598
607
570
548
518
507
479
471
457
476
441
439
434
420
412
400
390
376
380
459
617
804
860
908
935
1158
1228
1278
1283
1354
1479
1521
1476
1392
1398
1319
1281
