MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_anular
464.70324189526184,226027.505,474.8303332628758,8393,32.82693254021765,73.25990510009267,186346,Dedo anular
502.18204488778053,262768.6875,511.97012021213203,8387,32.29268493018195,75.62758938066305,201375,Dedo anular
485.84788029925187,247471.9375,496.8448454988268,8118,31.60142401854701,80.20575742688168,194825,Dedo anular
479.21695760598504,238355.05,487.60706350405997,7868,28.520168302448706,68.1382080957208,192166,Dedo anular
473.4937655860349,232017.6275,481.08110535042533,7925,27.602671972111686,61.83446620356839,189871,Dedo anular
632.2568578553615,422980.4225,649.5580100951746,8698,30.11602563420346,123.89839615425278,253535,Dedo anular
466.3840399002494,222444.15,471.0514052987372,7499,26.375699042868987,50.69722203220129,187020,Dedo anular
460.39,219444.25563909774,467.8628484930172,7760,26.756958666723165,60.554299999999984,184156,Dedo anular
502.06234413965086,262995.0275,512.1905695648078,8626,30.774746140301467,78.97889938495406,201327,Dedo anular
505.3291770573566,271166.0375,520.0863514528919,8857,35.59399528010307,94.25710039116674,202637,Dedo anular
496.72568578553614,260985.1325,510.22965099855253,8416,31.818783760539937,91.28323828831908,199187,Dedo anular
499.9576059850374,267588.2675,516.6439442084672,8382,33.96424590654119,104.49441234818191,200483,Dedo anular
479.573566084788,248801.9475,498.1781747182287,9250,40.239781311532994,107.99513684616389,192309,Dedo anular
494.04738154613466,259204.3175,508.4859119909487,8928,35.89303553615938,89.34226777196658,198113,Dedo anular
499.18703241895264,264389.94,513.5470898236443,7902,33.57186321907081,93.68296217063327,200174,Dedo anular
479.91521197007484,245772.025,495.13546346635775,8335,32.43489633095811,91.82461551856021,192446,Dedo anular
460.46633416458855,229926.6325,478.9083935123278,8709,35.15640055523318,98.5368374574785,184647,Dedo anular
521.3216957605985,296946.965,544.248517570609,9335,40.151556632339926,126.79356471663732,209050,Dedo anular
496.29675810473816,264417.9425,513.5742849234796,8243,32.499576920323136,103.75864577956604,199015,Dedo anular
497.03990024937656,261343.1425,510.5794883904829,7955,29.089731865385076,91.14241826854311,199313,Dedo anular
473.96009975062344,234537.905,483.6869053880726,7278,29.30870177950569,70.20323256696165,190058,Dedo anular
475.3915211970075,238285.73,487.5361537843966,7389,29.58584965824034,76.72847805672849,190632,Dedo anular
503.9201995012469,272945.345,521.7898842367209,8136,32.273905868363684,104.58718540307586,202072,Dedo anular
542.0922693266833,312918.7875,558.6935129357676,8267,36.26055018887607,113.00827731170828,217379,Dedo anular
548.1820448877805,317128.1775,562.4387381436209,7916,33.95651631130614,105.82119514182126,219821,Dedo anular
611.7705735660847,389737.025,623.5103144451191,7616,29.016460845526975,102.11757389568474,245320,Dedo anular
635.2044887780548,427563.1975,653.0673434740245,7853,29.417299332195675,125.31992960242783,254717,Dedo anular
773.8229426433916,620285.3725,786.5993428579371,7032,22.90862283071595,109.54117200763676,310303,Dedo anular
636.5835411471322,438963.58,661.7166370363325,7649,30.06854668919002,162.85182306080188,255270,Dedo anular
438.0798004987531,199520.88,446.12029957821983,7406,27.310712184049688,62.02906698341429,175670,Dedo anular
490.19451371571074,253148.665,502.5110661180232,7895,30.80077109424373,81.58225384170498,196568,Dedo anular
730.354114713217,562598.83,749.1300557306472,7951,32.09840338708453,137.8113568945467,292872,Dedo anular
542.6832917705735,309028.19,555.2094614959865,7904,32.93364541012732,99.42272747060031,217616,Dedo anular
434.498753117207,197135.05,443.44496997542853,6750,25.286458826810843,61.6043183811046,174234,Dedo anular
455.77556109725685,217427.69,465.70964807401936,7515,29.30482042258577,68.68325445737278,182766,Dedo anular
487.44638403990024,253314.805,502.6759366200632,8515,33.94675978646563,94.40891536744175,195466,Dedo anular
