MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_Indice
402.5660847880299,164197.4175,404.7072369391517,4902,15.512575543732252,30.813116833850533,161429,Dedo indice
405.43142144638404,166503.05,407.5387471442932,4753,15.254425587350052,31.179271273188593,162578,Dedo indice
396.5885286783042,158728.575,397.91047126476155,5098,16.209410846788973,25.166236528379798,159032,Dedo indice
393.9052369077307,157201.8,395.99214078198224,5778,18.63451099438888,29.08856288207163,157956,Dedo indice
398.8952618453865,160744.2575,400.4290186818305,5729,18.174914030058023,26.902059066796852,159957,Dedo indice
395.139650872818,158211.2975,397.26157077040887,5788,19.02761151589973,30.8155421919018,158451,Dedo indice
391.428927680798,156399.5975,394.98047238576845,5741,19.254544918018706,36.67591619455102,156963,Dedo indice
405.9052369077307,167810.825,409.13609488732584,5972,18.82684253931073,37.87470227175204,162768,Dedo indice
397.6234413965087,159812.8675,399.26724342327776,5754,18.112840749037684,28.521825113027905,159447,Dedo indice
399.36408977556107,161633.6175,401.53523026894186,6188,20.099626862208165,31.164482807942733,160145,Dedo indice
390.79551122194516,154193.2925,392.1846128720071,5424,16.899852070358488,26.174849658895155,156709,Dedo indice
395.34164588528677,158111.58,397.1363579213598,5868,18.631425066269085,26.149725437030863,158532,Dedo indice
395.57605985037407,158033.2,397.03791033651817,5872,18.403124734674815,25.932475544306318,158626,Dedo indice
393.9925187032419,156779.5475,395.45995506479585,5601,17.95751931643121,25.926281552975418,157991,Dedo indice
404.47630922693264,165844.5775,406.7320985612028,6076,20.09091834635739,33.06082673615213,162195,Dedo indice
398.3790523690773,160252.225,399.8156994368899,5407,17.360083525144688,25.830125434543323,159750,Dedo indice
387.72319201995015,151944.1825,389.31384425253015,4977,15.842269408137206,26.751798807221352,155477,Dedo indice
409.5785536159601,169890.5475,411.6635523084985,5458,18.061146143033117,32.058332970566106,164241,Dedo indice
398.99501246882795,160673.9425,400.34142847277366,4815,15.256883692287886,23.390687868856542,159997,Dedo indice
401.5511221945137,162474.39,402.57821222416646,5223,16.52187943304272,22.31728658403866,161022,Dedo indice
424.3241895261845,181972.945,426.0506391641369,5224,16.459799512752273,32.38389064744622,170154,Dedo indice
431.860349127182,187992.155,433.03965942326397,5503,17.355330593221208,23.88666737147157,173176,Dedo indice
387.0,151085.0325,388.21161992576486,5271,16.39077484440562,23.820448877805486,155187,Dedo indice
426.7805486284289,184428.3975,428.91546522505683,5363,17.079446712349906,30.85732053905137,171139,Dedo indice
433.0872817955112,190349.765,435.74657463568565,5450,18.00819258004534,36.00365669367727,173668,Dedo indice
432.6384039900249,190276.56,435.66277654034536,5896,18.843168523366764,38.28802059688684,173488,Dedo indice
421.06733167082297,180372.11,424.1724934969281,5391,17.771817577276668,34.37759715424656,168848,Dedo indice
433.30423940149626,189901.6625,435.2333767868989,5159,16.836790074120422,30.27396595792315,173755,Dedo indice
407.5511221945137,167799.08,409.12177701624205,5210,16.746940019000487,26.76290570332274,163428,Dedo indice
420.76807980049875,178444.57,421.89995386622076,5525,17.378938402560728,23.759765175589706,168728,Dedo indice
429.02493765586036,185880.6375,430.60085318435245,4988,15.273179105870526,29.786593366956676,172039,Dedo indice
404.573566084788,165776.19,406.64823009868616,5111,16.23707178034266,30.901101361309937,162234,Dedo indice
402.33915211970077,163307.41,403.60891912964155,4999,15.733165606450598,25.798657968544973,161338,Dedo indice
404.2344139650873,164646.1,405.2598070644869,5060,15.873405431727623,21.86070982145634,162098,Dedo indice
414.4937655860349,173934.555,416.53427589157496,4760,15.370914091230878,32.4573105888645,166212,Dedo indice
431.70324189526184,188833.7225,434.00785184296683,5386,17.80182574906293,34.46459910075186,173113,Dedo indice
428.6783042394015,185112.395,429.71009771682174,5326,16.47938105633825,23.528361142032697,171900,Dedo indice
436.05486284289276,191701.735,437.29129400260626,5277,16.572492268817022,26.459201124371116,174858,Dedo indice
434.71571072319205,190814.9625,436.2787121934979,5588,18.08327956981255,28.97636208730046,174321,Dedo indice
442.18204488778053,197492.7325,443.84708168489686,5359,17.039732979128516,30.359823632937605,177315,Dedo indice
443.9725685785536,200388.3225,447.08903028088963,5280,17.936694232773217,40.008706413517324,178033,Dedo indice
424.0947630922693,182003.29,426.0861608393928,5388,16.95906837063876,33.06274214712595,170062,Dedo indice
501.6109725685786,258520.74,507.81497602503975,5485,17.67844733001176,60.92724547732912,201146,Dedo indice
406.77556109725685,167224.9075,408.4212136759655,5393,16.892379938895527,28.53891455898906,163117,Dedo indice
433.1346633416459,191681.5275,437.2682457065021,5167,16.684049268687744,48.49391483883808,173687,Dedo indice
415.81795511221947,174461.3175,417.1645381265337,5158,16.52210640324048,25.343660798129367,166743,Dedo indice
420.7730673316708,178536.69,422.0088403654992,5429,16.86749833259218,26.16697657352877,168730,Dedo indice
395.6982543640898,158110.1175,397.1345212017895,5140,16.18255233268226,26.653043202467643,158675,Dedo indice
441.3067331670823,198271.865,444.72173484819024,5614,18.1171189762611,43.54553765212904,176964,Dedo indice
421.03990024937656,179759.0025,423.45097199768657,6137,19.608607803717224,38.74143817513573,168837,Dedo indice
390.1720698254364,154871.5125,393.04617954111995,6157,19.4800539013628,39.56107238139066,156459,Dedo indice
403.8977556109726,165068.2175,405.7789743935119,5669,17.503642478067242,30.562260184949096,161963,Dedo indice
