MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Mano_cerrada
404.29,185351.46464646465,428.36660700852957,2092,35.03908351737205,114.99519999999998,40429,Mano cerrada
404.76,182783.43434343435,425.38876336828645,1993,31.72084679216684,82.94,40476,Mano cerrada
340.07,130954.07070707071,360.0618419105251,1894,27.031593935746198,91.6612,34007,Mano cerrada
299.31,94881.0808080808,306.48371898030734,1441,19.14986087983857,56.44380000000001,29931,Mano cerrada
334.15,131621.66666666666,360.9784619613752,1877,27.217604225904598,111.72600000000003,33415,Mano cerrada
323.98,114201.07070707071,336.24256125600755,1745,23.97452351513535,78.69839999999998,32398,Mano cerrada
310.28,103684.58585858585,320.38685990533384,1478,20.372292532513445,58.98399999999998,31028,Mano cerrada
317.48,115898.38383838384,338.7320474947713,1672,27.39829678404602,94.28479999999999,31748,Mano cerrada
322.9,120222.9494949495,344.99379704568605,1839,30.007911414737737,88.22599999999998,32290,Mano cerrada
306.34,99474.84848484848,313.8153915919358,1382,20.462332973223525,55.8676,30634,Mano cerrada
339.95,130331.54545454546,359.2049971812753,1920,29.70732657990706,98.23099999999997,33995,Mano cerrada
349.94,151186.28282828283,386.8777843195445,1706,40.202266381663385,116.24879999999997,34994,Mano cerrada
415.0,191761.11111111112,435.71033956058466,1820,25.07000300169608,115.12,41500,Mano cerrada
342.19,130018.59595959596,358.77348006785564,1646,22.82697323498468,93.58800000000002,34219,Mano cerrada
380.24,159522.0,397.40002516356236,2012,31.908644849971555,95.6848,38024,Mano cerrada
303.89,99643.42424242424,314.0811837726036,1441,18.627393751671164,62.93020000000001,30389,Mano cerrada
323.6,109299.85858585859,328.9481114096872,1408,19.601587237318874,44.98400000000001,32360,Mano cerrada
372.88,154995.51515151514,391.7212784621229,1750,23.930876889217174,95.19600000000003,37288,Mano cerrada
392.89,165219.32323232322,404.43433335957025,1727,21.669929824202445,81.41439999999999,39289,Mano cerrada
345.75,128552.09090909091,356.7444043008944,1400,19.18806447200494,77.285,34575,Mano cerrada
