MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_pulgar
248.26,68538.28282828283,260.4858921323763,1450,19.452090848642424,62.47359999999999,24826,Dedo pulgar
289.0,92251.55555555556,302.2069489604764,1566,20.40697048668529,75.18,28900,Dedo pulgar
311.09,106426.79797979798,324.5959488348553,1694,22.012393203499126,79.1444,31109,Dedo pulgar
294.05,89512.0101010101,297.6858915031077,1334,16.940179956827407,37.266999999999996,29405,Dedo pulgar
344.8,129470.56565656565,358.0165638626235,1850,24.68713319635444,75.852,34480,Dedo pulgar
411.66,181190.0606060606,423.5305892140496,1947,25.49450326971869,84.3724,41166,Dedo pulgar
365.81,141990.0707070707,374.92688620583084,1617,20.20176009933568,72.3634,36581,Dedo pulgar
305.15,100269.36363636363,315.0661359143505,1548,20.825392426001716,64.77999999999999,30515,Dedo pulgar
298.66,95046.72727272728,306.7511369172085,1559,21.028840225084245,56.87200000000001,29866,Dedo pulgar
307.45,102624.9191919192,318.74546271280474,1754,22.853066014489745,74.473,30745,Dedo pulgar
265.93,79166.77777777778,279.9555500432167,1622,21.53784547903499,71.6904,26593,Dedo pulgar
270.9,81951.35353535354,284.8365145131502,1459,19.87663975828933,73.62800000000001,27090,Dedo pulgar
362.65,141828.29292929292,374.71323702265977,1483,19.182536249664615,73.93900000000001,36265,Dedo pulgar
308.02,101733.47474747474,317.358062761922,1235,16.451643250951122,65.0852,30802,Dedo pulgar
338.18,120996.50505050505,346.1019214046637,1704,24.178628178746216,61.8216,33818,Dedo pulgar
318.19,107868.59595959596,326.787254953433,1499,20.619447523190725,65.3976,31819,Dedo pulgar
299.04,94104.40404040404,305.22673539518127,1304,16.4672923448792,46.5672,29904,Dedo pulgar
361.54,138985.0303030303,370.93824283834635,1692,21.862287070651963,72.3,36154,Dedo pulgar
305.13,102707.88888888889,318.87428557348426,1752,24.535276602879332,76.1508,30513,Dedo pulgar
281.43,85485.9494949495,290.91423134662904,1423,18.502798041202723,58.242,28143,Dedo pulgar
302.82,99651.25252525252,314.0935211047818,1402,17.863115884159434,71.68960000000001,30282,Dedo pulgar
331.09,115945.42424242424,338.8007821714702,1174,14.969328912172653,62.72840000000001,33109,Dedo pulgar
307.72,105030.9696969697,322.46032314069276,1522,20.316187505225354,77.13840000000002,30772,Dedo pulgar
326.92,115156.66666666667,337.6464126864078,1577,21.278575558006175,71.65039999999999,32692,Dedo pulgar
328.14,112753.39393939394,334.10456447046636,1238,16.625403465902426,50.813999999999986,32814,Dedo pulgar
506.72,273570.1212121212,520.4175439010487,1465,19.924858845171276,104.49439999999997,50672,Dedo pulgar
365.68,142966.7676767677,376.21416772896794,1756,23.15080119476637,74.50479999999999,36568,Dedo pulgar
279.04,82475.31313131313,285.7456211388024,1402,17.499206331208917,48.3168,27904,Dedo pulgar
359.27,137536.9797979798,369.00082655733985,1825,23.545571545280854,73.4554,35927,Dedo pulgar
317.71,105739.04040404041,323.54543730363434,1366,18.32258638176313,49.08299999999999,31771,Dedo pulgar
346.83,125469.24242424243,352.4408461004485,1458,18.791788449514673,53.10619999999999,34683,Dedo pulgar
331.09,116541.66666666667,339.6707965074419,1698,23.513159865672815,65.5918,33109,Dedo pulgar
292.99,90278.65656565657,298.9579736350914,1288,16.698152078247546,50.10800000000001,29299,Dedo pulgar
298.89,93650.75757575757,304.4901476238599,1344,17.538413827822616,49.25460000000001,29889,Dedo pulgar
303.5,98337.23232323233,312.01580088194254,1473,19.103386975596603,64.57,30350,Dedo pulgar
269.09,76388.19191919192,274.9987454516838,1340,17.43501643187634,48.12799999999999,26909,Dedo pulgar
342.81,131689.70707070708,361.0717518721175,2110,31.71591067428129,92.3882,34281,Dedo pulgar
299.83,98903.42424242424,312.9127514180271,1575,21.999770430390836,72.9156,29983,Dedo pulgar
292.13,92498.55555555556,302.61125226931006,1595,21.25577758653117,65.8856,29213,Dedo pulgar
259.49,69432.53535353535,262.1797284307084,1246,15.541407707648414,28.927999999999994,25949,Dedo pulgar
268.96,75474.62626262626,273.34937351309225,1216,16.53035163729209,41.709599999999995,26896,Dedo pulgar
236.16,57334.26262626263,238.24550363018395,1044,12.418624006798105,23.1384,23616,Dedo pulgar
256.95,68498.1313131313,260.409581236943,1330,16.76034280404464,35.904,25695,Dedo pulgar
301.8,105130.40404040404,322.6129259654672,1924,27.86620269296218,92.3,30180,Dedo pulgar
276.75,80941.0808080808,283.0753786538137,1457,18.337189677061346,46.29,27675,Dedo pulgar
318.1,106356.84848484848,324.4892602228924,1291,16.12670788073955,55.35200000000002,31810,Dedo pulgar
288.14,89197.23232323233,297.1620096849528,1306,17.987650084309387,61.578799999999994,28814,Dedo pulgar
297.09,93295.9696969697,303.91283289785576,1363,17.357500634677457,55.35720000000001,29709,Dedo pulgar
248.69,63567.90909090909,250.8629705636127,1295,16.68271954188319,24.9404,24869,Dedo pulgar
364.77,152691.38383838383,388.7987525700153,1664,27.234114079532123,108.60100000000003,36477,Dedo pulgar
245.23,63083.78787878788,249.90588228371095,1273,19.646625638768075,37.059,24523,Dedo pulgar
234.48,57522.64646464647,238.63658562760236,1019,12.87900178075486,37.4752,23448,Dedo pulgar
219.36,49811.19191919192,222.06548583694857,1080,14.025949975929356,29.67920000000001,21936,Dedo pulgar
236.61,59580.89898989899,242.86846234124346,1151,15.398740601789878,47.85740000000001,23661,Dedo pulgar
284.63,83716.27272727272,287.88732170764314,1158,14.32663691354413,35.1938,28463,Dedo pulgar
226.27,53200.19191919192,229.49551193868695,1179,15.087288113715553,32.56400000000001,22627,Dedo pulgar
236.79,60400.21212121212,244.5326358586927,1175,15.898986690282428,49.69539999999999,23679,Dedo pulgar
259.23,70899.0202020202,264.9340106517093,1150,15.1130420631996,47.70380000000001,25923,Dedo pulgar
298.53,91821.58585858585,301.5018573740467,1211,15.653766449018077,36.41359999999999,29853,Dedo pulgar
299.21,93083.58585858585,303.56671424910866,1263,16.98454437053722,45.54779999999999,29921,Dedo pulgar
392.84,161867.69696969696,400.3111539790017,1637,20.32786811798577,59.6616,39284,Dedo pulgar
439.45,199685.64646464647,444.6220754753412,1454,19.122676791620144,52.074,43945,Dedo pulgar
286.45,84897.64646464646,289.9114864919981,1206,15.153090827160035,35.59099999999999,28645,Dedo pulgar
271.25,82280.9797979798,285.40877701990877,1509,20.343762849303147,81.22,27125,Dedo pulgar
306.3,103430.40404040404,319.9939061919774,1445,18.166736168896794,85.58800000000002,30630,Dedo pulgar
500.02,259550.66666666666,506.9074471735447,1091,13.85822878475114,72.20160000000001,50002,Dedo pulgar
421.03,182529.62626262626,425.09331916650956,1496,19.031605822999282,43.25540000000001,42103,Dedo pulgar
309.55,100420.25252525252,315.3031081356478,1256,15.28582891624022,50.346000000000004,30955,Dedo pulgar
291.38,88792.32323232324,296.48676193044435,1574,20.387657189009374,49.3284,29138,Dedo pulgar
253.53,67227.58585858585,257.98315836503747,1291,16.420300320830393,39.09480000000001,25353,Dedo pulgar
256.99,71024.9191919192,265.16913470462583,1352,17.878941961328852,53.646800000000006,25699,Dedo pulgar
280.74,83673.29292929293,287.81341177922894,1351,17.553669506154918,54.0392,28074,Dedo pulgar
301.93,96940.37373737374,309.79181719341784,1374,17.801940650083377,60.681599999999996,30193,Dedo pulgar
304.65,97149.90909090909,310.1264419555353,1577,20.005302327436123,49.73399999999998,30465,Dedo pulgar
346.39,124553.92929292929,351.1529438862787,1698,21.64171056926038,48.134399999999985,34639,Dedo pulgar
377.32,149343.0303030303,384.5121584553602,1742,21.839635916601196,62.45199999999999,37732,Dedo pulgar
295.15,93934.71717171717,304.9514223610049,1747,21.85743522802881,65.956,29515,Dedo pulgar
374.11,145891.78787878787,380.04324753901363,1545,20.41662028442474,58.90779999999999,37411,Dedo pulgar
446.31,220844.61616161617,467.5854681232085,1412,17.69152053922723,125.72859999999997,44631,Dedo pulgar
402.73,172376.7373737374,413.1016460872554,1530,23.911030377994457,82.97219999999999,40273,Dedo pulgar
415.25,177651.0606060606,419.37399776333297,1159,15.014134754431986,51.51,41525,Dedo pulgar
261.92,71127.898989899,265.36130087109535,1027,13.607410340017536,36.5672,26192,Dedo pulgar
307.48,97880.70707070707,311.2907001501972,1217,15.920573057043093,42.515999999999984,30748,Dedo pulgar
343.87,123969.56565656565,350.32823180554544,1442,19.654593109576965,59.6874,34387,Dedo pulgar
282.94,82987.21212121213,286.6310171631814,949,12.117688881894264,38.1516,28294,Dedo pulgar
271.47,77326.29292929293,276.6821822958609,1104,14.84328913425971,44.76980000000001,27147,Dedo pulgar
313.22,104160.16161616161,321.12078724367876,1519,19.218309872187884,61.93120000000001,31322,Dedo pulgar
307.42,102204.92929292929,318.0925651441731,1367,17.942951121526665,72.0588,30742,Dedo pulgar
332.52,119742.56565656565,344.3038483665264,1486,19.339079605813716,78.60160000000002,33252,Dedo pulgar
414.15,192388.0909090909,436.4220548964041,1861,26.669128674226016,125.03599999999999,41415,Dedo pulgar
440.06,209949.65656565657,455.9058674770484,1591,23.29499014072695,107.16680000000004,44006,Dedo pulgar
458.86,228225.57575757575,475.3349555839545,1377,17.94069917446605,114.87440000000007,45886,Dedo pulgar
288.92,87546.76767676767,294.39989809780843,1318,16.876856426132292,46.68880000000001,28892,Dedo pulgar
306.59,98948.43434343435,312.983945275153,1245,15.757954540901917,55.33000000000002,30659,Dedo pulgar
260.08,69806.24242424243,262.8843471947312,1035,13.48137510595543,28.3792,26008,Dedo pulgar
268.49,75077.70707070707,272.6296572275291,1188,14.953800908670733,41.657799999999995,26849,Dedo pulgar
242.65,61108.0505050505,245.96131809697232,1228,16.135787441697303,33.952999999999996,24265,Dedo pulgar
297.72,96602.44444444444,309.2513864156473,1365,19.48244483029932,75.7344,29772,Dedo pulgar
264.79,71991.0202020202,266.9664960252503,1167,14.649783671309335,28.287799999999997,26479,Dedo pulgar
467.71,250800.0707070707,498.2891429682168,1376,18.16868212339602,141.84360000000004,46771,Dedo pulgar
564.8,336397.45454545453,577.0905301596969,1708,21.197484127446195,103.40799999999997,56480,Dedo pulgar
380.19,150631.74747474748,386.16761904644466,1405,17.617427092902567,58.87660000000002,38019,Dedo pulgar
332.3,116090.42424242424,339.012566138779,1370,20.28683207293725,57.48400000000001,33230,Dedo pulgar
258.9,69736.74747474748,262.7534585880841,1381,17.25067704717292,38.461999999999996,25890,Dedo pulgar
296.78,93075.65656565657,303.55378436119025,1322,16.9735385262181,54.196000000000005,29678,Dedo pulgar
651.14,435407.8181818182,656.5468300129093,1376,17.144071626051726,71.36880000000002,65114,Dedo pulgar
367.93,147013.70707070708,381.5017300091836,1508,18.666125533282006,83.97880000000004,36793,Dedo pulgar
305.82,95702.36363636363,307.80730985472064,1241,16.26888956495703,27.874800000000004,30582,Dedo pulgar
287.97,86443.46464646465,292.5389375792563,1359,17.99242264752784,43.4282,28797,Dedo pulgar
278.38,81378.56565656565,283.8393559744666,1234,15.665054720425951,46.0884,27838,Dedo pulgar
438.05,199161.68686868687,444.0383654595625,1201,15.208649851417789,57.94,43805,Dedo pulgar
384.05,158483.9696969697,396.1049482144852,1453,18.87465298363192,73.223,38405,Dedo pulgar
332.48,114820.26262626263,337.15287333789695,1459,19.320005855657143,50.15120000000001,33248,Dedo pulgar
285.11,85538.81818181818,291.00417522777917,1367,16.420300320830393,51.26319999999999,28511,Dedo pulgar
415.45,182913.62626262626,425.54023311550696,1465,19.500582741875363,69.499,41545,Dedo pulgar
344.36,123620.32323232324,349.8344179751329,1308,16.427373066275262,54.155999999999985,34436,Dedo pulgar
328.05,110419.42424242424,330.62853778825564,1362,16.943161070789213,31.610999999999994,32805,Dedo pulgar
272.02,76750.72727272728,275.65053963306514,1306,16.478942792411033,36.663999999999994,27202,Dedo pulgar
260.95,71610.63636363637,266.2602674076626,1351,16.846604429619664,47.501000000000005,26095,Dedo pulgar
292.4,94163.55555555556,305.32264901248317,1707,22.213154715713895,75.00799999999998,29240,Dedo pulgar
539.6,323610.7474747475,566.0164661915765,1863,24.568806699273424,141.228,53960,Dedo pulgar
652.32,464215.77777777775,677.9185939329294,1668,21.224628347390407,168.79120000000006,65232,Dedo pulgar
291.11,88572.71717171717,296.1198912602799,1256,15.847123181552957,48.083200000000005,29111,Dedo pulgar
300.61,92463.18181818182,302.5533837193033,1423,17.925491131995027,27.962200000000003,30061,Dedo pulgar
