MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_corazon
415.22,175896.34343434343,417.2977114722773,1547,19.972961520996126,36.04200000000001,41522,Dedo corazon
437.57,201403.0606060606,446.52998779477286,1912,25.391480317761562,66.16659999999997,43757,Dedo corazon
442.36,213612.68686868687,459.865806513161,1717,31.057294723712747,91.09840000000004,44236,Dedo corazon
444.92,206743.51515151514,452.41140569176633,1759,24.129072116683666,60.862400000000015,44492,Dedo corazon
446.45,214531.48484848486,460.8537403558747,2155,32.107930358700976,83.817,44645,Dedo corazon
413.85,176700.43434343435,418.2504393303132,1510,19.850450978262536,49.04800000000002,41385,Dedo corazon
433.03,194033.56565656565,438.28441678891573,1685,24.306751774315337,51.09419999999998,43303,Dedo corazon
424.65,187684.0303030303,431.05358135619286,1808,25.202613300444007,50.662999999999975,42465,Dedo corazon
455.44,215080.48484848486,461.4430409053754,1939,28.253363078623494,59.640799999999984,45544,Dedo corazon
405.85,168750.05050505052,408.7328589678104,1499,20.688893228742398,37.24099999999999,40585,Dedo corazon
458.19,226655.66666666666,473.6972767496136,2057,32.635266293698386,82.92599999999999,45819,Dedo corazon
434.51,199520.15151515152,444.4377909224192,1964,28.985193015424514,63.77359999999999,43451,Dedo corazon
452.77,214035.52525252526,460.3207251471522,1626,23.829359702652184,61.2442,45277,Dedo corazon
383.08,150637.37373737374,386.1748308732717,1232,16.553555570336002,35.443999999999996,38308,Dedo corazon
418.63,183392.15151515152,426.09650315392173,1838,25.123533174932206,62.46860000000001,41863,Dedo corazon
414.03,180906.1313131313,423.1986176726006,1533,23.67605447610635,61.22619999999997,41403,Dedo corazon
462.15,233496.0101010101,480.79210684036815,2275,38.88431430525552,101.92099999999999,46215,Dedo corazon
399.47,164869.38383838383,404.0058044137485,1478,21.946215246287082,43.5356,39947,Dedo corazon
427.82,188852.28282828283,432.393061923986,1732,24.752104287649296,46.193199999999976,42782,Dedo corazon
429.65,201456.0101010101,446.58868100300083,1818,27.973291735243645,85.81499999999998,42965,Dedo corazon
469.02,233359.53535353535,480.6515785888984,2292,35.703322992787,80.24680000000001,46902,Dedo corazon
396.36,162854.34343434343,401.52932645075873,1629,22.155784524109905,49.18960000000002,39636,Dedo corazon
408.5,176413.21212121213,417.9103731663046,1839,25.36580853085985,65.1,40850,Dedo corazon
364.91,135754.27272727274,366.60159574120786,1370,19.339601909558585,26.828400000000006,36491,Dedo corazon
446.17,206442.87878787878,452.08234869324417,2062,26.926761874583157,57.604,44617,Dedo corazon
415.73,183447.48484848486,426.1607795187164,1710,26.54327512846624,65.60040000000001,41573,Dedo corazon
438.86,201356.62626262626,446.4785101211479,1961,29.133097565095508,63.977999999999994,43886,Dedo corazon
412.7,179238.1616161616,421.24313644260127,1917,28.951893223278528,60.27,41270,Dedo corazon
408.85,172776.77777777778,413.58071763562674,1557,19.80383597164749,52.237000000000016,40885,Dedo corazon
431.66,196354.52525252526,440.89792469459417,1833,25.856441277862572,65.19720000000002,43166,Dedo corazon
507.67,287363.64646464644,533.3760493310513,2471,41.31561203685355,131.39100000000002,50767,Dedo corazon
433.88,200436.64646464647,445.45738292231727,1728,27.136021011998725,70.4296,43388,Dedo corazon
406.97,170164.37373737374,410.44211528545657,1626,19.968662317428144,39.323400000000014,40697,Dedo corazon
446.34,209283.9595959596,455.18251284512235,2297,39.85922196628499,63.129599999999975,44634,Dedo corazon
478.37,251885.44444444444,499.366188282707,2162,32.180990687301126,113.91360000000005,47837,Dedo corazon
415.58,179198.101010101,421.1960588609537,1547,23.185897838683292,52.3456,41558,Dedo corazon
462.32,229472.9696969697,476.6321852330159,2205,35.396598592508745,88.7752,46232,Dedo corazon
422.39,193062.85858585857,437.18672212225295,2251,36.93797695345728,80.96499999999997,42239,Dedo corazon
420.61,187408.85858585857,430.7374722496291,1983,27.755607314085875,70.47739999999999,42061,Dedo corazon
358.22,131710.58585858587,361.10037385746364,1556,19.117393846305188,35.141999999999996,35822,Dedo corazon
395.33,162349.78787878787,400.90683456384227,1772,23.709947620389553,50.462399999999995,39533,Dedo corazon
421.05,186080.1717171717,429.2078400961474,1620,23.23007455081373,60.39200000000001,42105,Dedo corazon
489.1,257710.70707070708,505.10751330781056,2261,36.181780112664605,100.30400000000002,48910,Dedo corazon
